minutes_watched,CLV,region,channel
1860,62.58,2,4
189,119,0,4
300,119,0,3
815,62.58,2,5
420,62.58,2,2
509,19,2,4
21,149.99,2,4
0,121,0,2
95,119,0,4
3915,240,0,3
126,62.58,2,2
345,62.58,2,2
4118,119,0,1
6767,144.43,2,4
118,62.58,2,1
24,164,0,8
519,119,0,3
14289,14.25,2,1
528,119,2,7
261,78.87,2,4
15,63.63,2,2
4017,62.58,2,3
407,36,2,7
713,143,0,8
756,62.58,2,2
1666,25.65,1,4
7625,62.58,2,4
628,36,2,7
837,119,1,7
3,62.57,2,4
1494,62.58,0,8
78,119,1,4
189,174,2,7
137,62.57,2,3
2220,146.56,1,3
1557,180.91,1,1
518,62.58,2,7
1933,310.99,1,4
8201,19,2,3
5221,62.58,2,6
1723,142.22,2,1
409,62.58,2,4
73258,62.58,2,4
529,119,2,4
192,63.63,2,2
2235,119,2,4
6127,174,2,8
138,91.5,2,1
542,19,2,7
988,119,0,1
5905,119,0,8
248,119.34,0,3
352,119,2,4
104,118.43,0,3
664,119.02,2,4
10700,34.2,2,7
46,119,0,4
3245,72.57,2,1
326,62.57,2,7
2388,62.58,2,5
626,119,0,8
296,119,0,4
,119.23,0,4
3146,62.58,2,1
156,62.58,2,5
7208,143.85,0,4
544,62.75,2,4
695,119,2,7
6522,118.78,0,4
1024,70.24,0,7
1120,237.32,2,7
1095,62.58,2,6
3976,62.58,2,2
4037,138.55,1,4
156,348,2,6
440,201.73,2,7
138,62.58,2,5
2317,59.04,0,3
731,389.48,0,8
85,62.63,2,2
9535,62.58,2,2
345,119,0,8
579,119,0,4
471,149.99,0,2
377,119,2,7
386,119,0,1
393,91.5,2,8
1936,208.8,1,4
1940,143.99,1,2
227,27,0,7
4828,111.62,1,7
171,142.14,1,3
297,119,0,4
1278,62.58,2,7
1228,147,2,2
101,118.64,0,4
135,62.58,2,5
262,119,2,1
148,86.24,2,2
411,62.58,2,5
29,119,0,6
669,119,0,3
279,119.27,2,4
329,62.58,2,5
288508,34.2,2,2
207,62.58,2,2
8349,119.09,0,8
1,119,0,3
107,62.58,2,2
350,62.58,2,5
1591,64.8,1,7
786,155.2,0,6
260,62.58,2,7
607,119,2,5
80,119,2,7
194,62.58,2,4
2849,229.66,2,2
2891,101.02,2,6
53,119,2,4
615,82.04,2,7
52,119,0,2
3635,119,0,3
1882,62.58,2,6
198,119,0,4
109,62.58,2,4
38,119,0,5
1453,62.58,2,2
933,141.64,1,4
979,36,2,4
899,145.72,1,8
784,174,0,1
454,91.5,2,3
1289,42.8,1,2
972,27,2,7
1836,144.01,1,3
1242,118.32,2,1
235,118.88,0,1
976,84.14,2,2
419,62.58,2,1
106,62.58,2,4
1,62.57,2,4
1,62.58,1,4
2247,143.53,1,2
1186,9.5,0,2
879,143.52,2,3
1074,147.58,1,6
605,62.58,2,2
970,36,0,3
795,62.58,2,1
1636,119.02,1,6
7413,62.58,2,4
1806,64.8,2,6
237,62.58,2,4
22621,151.3,0,8
68,144.47,1,3
325,62.58,2,7
35,150.78,0,1
12126,62.58,2,7
941,27,2,4
386,119,2,7
738,119.38,0,3
8312,119.36,0,3
1235,142.14,1,4
2134,62.58,2,7
80,118.73,0,2
568,196.81,2,3
678,113.46,2,4
6008,185.99,2,4
506,187.32,1,2
12,119.02,0,4
2880,62.58,2,2
47,119,0,3
2401,314.26,1,1
515,78.87,2,4
1703,119,2,8
37,118.66,0,8
1224,62.58,2,2
843,25.65,2,2
649,240,2,3
210,119,2,8
844,36,2,2
310,197.97,0,4
551,133.04,2,2
264,119,0,4
8,118.52,0,5
2606,119,2,1
60628,30.6,2,2
679,36,0,2
875,118.48,0,2
162,62.58,2,2
469,62.58,2,4
185,119,2,4
681,62.58,2,5
55,138,0,7
6607,36,2,7
1321,67.46,2,4
475,62.58,2,2
1587,144.36,1,4
35,119,0,3
555,119,0,2
405,19,2,2
341,62.22,2,4
606,62.58,2,2
250,62.58,2,2
3517,36,2,7
1758,119.11,0,2
995,64.8,2,8
71,118.84,0,4
0,119,0,2
332,19,2,6
310,119,2,4
1158,19,2,4
1437,118.58,0,2
176,119,2,2
14528,172.33,2,2
196,62.58,2,2
37,143,2,3
3553,119,2,2
2783,62.58,2,2
3306,64.8,0,6
726,62.58,2,7
1435,147,0,4
5777,14.25,0,4
265,142.88,1,3
7568,64.8,0,4
104,35,1,3
25903,79.42,2,1
4,147.11,2,3
1540,129.6,0,6
947,14.25,2,2
591,62.58,2,3
531,178.59,1,2
11,62.58,2,2
352,119.39,0,3
54761,120.59,2,3
1565,145.21,1,1
1161,62.58,2,4
5330,34.2,2,2
205,77.3,2,4
5292,25.65,2,2
1278,62.58,2,7
191,62.58,2,2
993,146.37,1,4
523,119,0,3
20,119,0,2
35,119,0,8
214,119,0,7
105,8,2,2
,62.58,2,7
6,119,2,2
45,146.2,1,3
227,130,0,8
2288,142.82,2,4
298,119,2,2
564,138,2,2
99,118.68,2,7
3999,143,2,1
765,119,0,7
6655,119,2,7
950,22.61,2,4
437,119.36,0,3
113,62.58,2,3
3191,62.57,2,7
5889,62.58,2,2
1055,119,0,3
433,14.25,2,5
690,119,2,4
192,119,2,8
4,155.96,0,6
2865,62.58,2,7
3602,19,2,3
238,19,2,7
687,62.58,2,7
1364,62.58,2,2
3993,119,0,4
1183,119,2,1
676,25.65,2,3
257,119.4,1,8
667,62.58,2,4
5088,19,2,2
1035,62.58,2,4
321,62.58,2,4
1783,63.63,2,6
14128,23.37,2,1
1517,78.87,2,4
658,62.57,2,8
2322,64.8,2,4
776,146.58,2,7
1068,14.25,2,2
1162,265.04,2,1
431,62.58,2,4
339,62.58,2,7
1823,119.44,2,7
335,36,2,2
489,62.58,2,8
8666,34.77,1,7
190,118.66,0,4
2984,119,2,2
747,218,2,4
3208,0,2,8
11873,151.16,2,2
1034,119,2,2
160,119,1,4
5627,62.58,2,3
3954,154.08,2,7
210,62.58,2,3
592,138.68,0,7
711,19,2,6
33,36,2,3
254,62.58,2,7
29,119,0,4
113,143.25,1,4
627,72.57,2,4
4423,62.57,2,4
575,119,0,2
539,72.52,2,3
621,119,2,3
1327,62.58,2,4
2245,62.58,2,1
1644,119,2,6
40,119,0,6
2689,119,2,3
632,174,0,4
1102,119,0,7
6627,62.58,2,1
12,36,2,4
4931,64.8,2,8
918,62.58,2,2
148,137.66,0,3
1171,62.58,2,7
5348,119,0,4
2583,62.58,2,2
5021,62.58,2,4
39,119,2,4
1034,180.07,1,3
2,119,0,5
449,19,2,7
285,19,2,1
3418,87.47,1,6
564,144.11,1,6
164,119,0,6
76,16.15,2,5
43972,46.36,2,2
3247,64.8,2,1
648,34.2,2,3
1149,119,0,3
4810,62.57,2,3
420,119,2,3
1,62.58,0,5
94,119,0,8
181,119,0,3
992,119,2,4
1781,119,2,1
75,19,1,8
3980,64.8,2,7
215,62.58,2,2
67,142.05,1,3
4957,62.58,2,7
310,119,2,4
349,119,2,7
1124,209.8,1,1
117,118.61,0,3
45,144.18,1,4
1511,62.58,2,6
3096,119,2,4
369,62.22,2,4
980,17.1,2,7
1921,62.58,2,2
3383,72.57,2,7
1222,62.58,1,3
408,121,2,6
34,62.58,2,7
803,61.2,2,2
3491,119,2,4
1459,97.87,2,2
13,118.46,0,6
1464,77.07,1,7
4177,143.33,1,3
353,118.84,2,4
5461,161.8,2,6
280,146.44,1,1
3131,119,2,6
1036,119,0,8
356,138.64,1,4
153,118.58,0,4
475,63,0,3
163,119,0,4
866,119,2,6
1407,119.07,0,3
281,118.34,2,6
283,43.66,1,8
56,119,2,7
697,141.31,1,4
126132,119,2,3
13,118.44,2,4
1740,62.58,2,1
6299,123.56,2,8
15051,119,2,8
5807,62.58,1,3
2636,33.05,1,4
5015,145.75,1,2
903,118.58,0,4
384,62.58,2,2
24,119,0,5
13431,64.8,2,3
1176,119,0,1
65,184.44,2,3
352,36,0,4
1002,174,0,4
3597,143.99,1,3
936,118.97,0,7
131,143.99,1,4
858,64.4,2,7
599,119,0,3
1854,30.6,2,4
4337,104.61,1,7
334,14.25,2,2
1979,25.65,2,1
1687,145.92,1,7
1425,62.58,2,2
229,75.19,2,4
373,36,2,7
210,72.57,2,3
274,62.58,2,2
312,62.58,2,5
464,62.58,2,6
120,62.58,2,8
717,142,1,7
1060,62.58,2,4
358,119,2,6
3012,34.2,2,7
19415,202.72,0,4
356,62.58,2,7
474,144.53,1,7
517,119,0,8
1289,36,2,4
358,119,0,6
60,36,0,7
2087,14.25,2,6
520,156,2,7
3378,119,0,7
109,62.58,2,4
1040,62.58,2,2
16,118.58,0,8
486,119,2,3
1399,84.96,2,4
193,119,2,4
391,118.57,0,4
220,121,2,1
14,119,0,1
173,119,0,7
156,138.63,0,7
1400,36,0,4
445,119.05,0,3
41,118.79,0,3
507,119.26,0,3
462,62.58,2,2
2165,119,0,7
298,62.58,2,7
52,119.28,0,4
10842,62.68,0,6
1032,96.99,2,7
2725,36,2,8
609,118.89,2,2
1749,121.46,2,1
38,119,0,3
445,144.01,1,6
1450,19,2,2
458,119,2,3
1784,62.58,2,3
266,149.99,0,6
1496,138,2,1
1371,62.58,2,6
199,119,0,4
4401,143.2,2,1
4281,65.9,2,2
1117,182.78,1,6
168,143.05,1,2
424,62.58,0,7
1116,153.08,0,3
1365,119.33,0,4
400,62.58,2,7
21174,21.81,2,2
24,119.28,0,1
104,62.58,2,1
914,119,2,6
453,141.57,2,8
1030,62.58,2,4
1563,62.57,2,1
1424,62.57,1,1
975,146.13,2,7
1681,34.2,2,7
385,142.33,1,7
3459,23.37,1,8
12927,180.71,1,8
5993,34.2,2,2
16008,141.27,1,8
580,62.56,2,1
18,43.77,1,3
220,43.2,1,7
412,119,2,7
2853,62.58,2,4
706,62.57,2,3
674,62.58,2,4
1922,19,2,3
595,119,2,8
659,119,2,3
398,119,0,3
1365,48.6,0,8
172,119,0,2
8647,287.68,1,2
206,164,2,7
325,62.58,2,7
168,118.97,0,1
2395,118.78,0,3
2867,74.47,1,8
363,74.47,1,7
185,138.01,0,7
7,19,2,3
975,62.58,2,7
238,119,0,2
652,142.56,2,1
1122,119,0,4
482,118.42,1,8
8,130,0,1
319,62.57,2,1
121,62.58,2,4
11725,119,2,2
185,118.62,1,8
9481,143.93,1,8
785,19,2,7
194,172.71,0,1
5255,118.79,0,3
216,62.58,2,4
1153,119,2,3
1136,91.5,2,1
2722,34.2,2,7
1385,62.58,2,7
1729,62.58,2,2
201,119,2,8
988,96.99,2,7
909,240,1,7
704,68.36,2,4
1472,174.79,0,2
1414,119,0,1
1844,78.87,2,7
2349,63.63,2,4
1735,62.58,2,2
186,149.99,0,7
82,118.93,0,5
1132,113.04,1,7
848,91.5,2,1
885,50.18,1,1
1314,36,2,6
1197,142.69,1,5
5361,125.3,1,3
173,62.58,2,3
437,143.95,1,3
626,143.25,1,7
415,19,2,7
479,119,0,3
1064,119,2,8
70,119,0,8
3957,118.58,0,6
899,119,2,2
1078,62.58,2,2
4936,119.24,0,2
844,174,0,5
197,97,0,8
141,119,0,4
1231,119,0,7
2303,62.58,2,7
3104,50.32,2,7
748,64.8,0,7
2865,64.8,2,1
1428,36,0,8
2574,62.58,2,7
198,19,2,3
3541,93.56,0,2
238,19,2,1
4032,64.8,2,4
213,62.58,2,7
467,34.2,2,3
286,141.19,1,3
855,119,0,3
388,62.58,2,3
60,119.36,0,2
358,142.82,2,3
1765,119,2,7
1906,62.58,2,1
1533,141.64,1,1
3859,35.91,2,1
42,143.28,1,8
,348,2,1
84,149.51,1,7
1005,62.58,2,8
1461,62.58,2,1
303,246,2,8
415,119,0,3
12,143,0,1
817,119,0,8
1135,80.3,2,7
458,43.4,1,8
12279,78.88,2,3
599,64.8,0,8
2366,119,0,4
1784,62.58,2,2
1253,62.58,2,4
393,119.01,1,1
433,119,2,4
1964,166.35,1,2
2108,119.37,0,7
830,119,2,1
226,72.57,2,8
29768,44.65,2,2
208,142.27,1,4
251,62.57,2,6
379,19,2,3
996,36,2,8
252,62.58,2,4
34,118.82,0,4
1,119,0,6
6063,34.21,2,4
409,62.58,2,2
512,119,2,7
255,174,0,7
1503,118.71,0,7
645,19,2,6
171,118.84,0,1
812,119,0,3
334,25.2,2,4
112,119.34,2,3
208,119,2,5
654,142.14,1,3
1,174.11,2,3
484,142.82,2,2
499,144.25,1,2
3499,19,2,7
4,118.4,0,3
1111,14.25,2,4
528,62.58,2,5
7548,34.2,2,7
399,119,2,4
4249,119.25,0,3
1191,151.22,2,2
110,119,2,3
694,62.58,2,1
574,62.58,2,7
3160,134.88,0,4
207,62.58,2,7
249,62.58,2,3
1871,62.58,2,6
416,138.65,0,1
153,149.16,1,6
1496,143.71,1,4
286,118.97,2,4
92,119.34,0,4
88,119,0,3
1417,218,0,4
253,142.29,1,7
1227,119,0,7
134,62.58,2,7
3,119,0,3
3038,27,0,8
2730,62.57,2,4
109,119.34,0,4
1399,62.58,2,7
254,119.42,2,1
278,181.39,1,1
30,1,2,8
618,119,2,6
1230,172.78,0,3
42,62.57,2,3
27485,179.82,0,1
146,156,2,3
105,119,2,6
780,119,0,3
2892,120.39,0,1
6013,119.15,0,4
248,144.39,1,6
411,118.58,2,4
10,141.87,1,4
47,119,0,8
1777,217.23,0,6
462,146.68,2,3
859,62.58,2,4
7870,28.5,2,7
93,119,0,3
723,119,2,3
348,49.74,1,1
4,62.58,2,1
253,119,2,3
1040,142.8,1,7
878,141.55,1,3
3,119,2,7
30,0,2,2
1915,36,2,7
2655,25.65,2,1
2099,142.21,1,7
43,184.44,2,1
224,119,0,4
28,75.2,2,2
7587,91.8,2,7
1395,62.58,2,7
985,19,2,7
592,184.44,0,1
,119,0,3
384,118.61,0,3
8,62.58,2,6
232,27,2,1
426,119,2,3
706,149.99,0,2
6643,118.86,2,4
835,118.97,0,3
15,119,0,7
178,51,2,3
295,62.58,2,4
291,62.58,2,6
4033,64.8,0,1
531,119,0,4
1207,119,2,3
921,119,0,1
562,62.58,2,4
389,62.58,2,2
1,63.63,0,1
346,141.17,2,2
402,119,0,3
41,118.43,0,1
257,42.96,1,1
615,119.02,2,1
40,119,0,3
696,36,0,3
478,119,0,3
26,97.12,2,3
23,119,0,8
8262,62.58,2,1
1,62.58,2,1
345,138,2,1
66,119,2,8
158,197.87,2,7
628,62.58,2,2
512,27,2,4
472,141.64,1,3
222,119,0,1
382,62.58,2,2
2034,62.58,2,3
2032,141.64,2,6
920,62.58,2,6
41,118.76,0,1
388,62.58,2,7
435,119,0,3
582,48.6,0,7
183,119,0,4
152,119.3,0,4
1233,119,2,6
74,119,2,7
323,119,0,4
99,96.44,1,1
363,119,2,2
1038,142.94,1,3
3,199.49,0,1
841,62.58,2,4
294,146.87,2,1
2184,62.58,2,8
1823,62.58,2,1
174,62.58,2,3
465,119,0,3
296,62.58,2,1
882,119,2,4
2213,185.99,2,7
512,62.58,2,8
4573,179.7,1,7
4583,119.05,2,6
173,118.49,0,4
1199,72.57,2,4
367,150.68,2,2
360,62.58,2,5
55,142.52,1,3
222,62.58,2,5
516,164,2,8
49,119.34,0,1
31,119,0,1
449,215.76,0,7
70,141.16,2,2
160,62.58,2,6
1,62.58,0,4
1102,119,0,1
121,119,0,3
719,119,2,3
2441,27,2,7
183,62.58,2,4
4592,62.57,2,4
1342,62.58,2,3
1294,148.9,1,8
94,119,2,4
524,146.86,1,3
477,118.77,0,1
967,119,1,8
131,119,2,3
1143,62.58,2,1
43,62.58,2,6
1972,119,2,3
375,119,0,1
264,119,2,3
161,119,2,2
1409,119,0,3
187,118.58,0,3
31,119,2,3
982,119,2,4
5,62.58,2,6
4,119,2,1
26,119,0,4
103,119,2,2
300,119,2,7
1079,144.54,1,8
2626,119,2,4
132,62.58,2,6
1,143.46,1,6
890,71.89,0,1
6781,119,0,3
1082,141.88,1,8
3823,119,0,3
552,119,2,3
1659,62.58,0,2
66,62.58,2,7
21,119,2,3
486,62.58,2,7
8181,93.55,0,4
894,119,2,7
182,119,2,4
203,141.72,1,8
1149,119.43,0,2
157,119.1,0,1
648,75.2,2,7
387,119,2,7
113,119,0,7
,62.57,2,6
1,119.07,2,8
15,119.38,2,8
1753,24.69,2,1
,119,0,6
69,62.58,2,3
417,119,0,3
135,118.34,0,7
231,118.34,0,4
2065,62.63,2,1
974,251.4,1,3
2327,62.58,2,1
57,142.86,2,7
,119,2,2
503,119,0,8
83,119,2,2
1118,119.05,1,7
1880,147.52,2,7
,119,2,1
,119,2,1
,62.58,1,7
348,119,0,3
54,62.58,2,4
2559,119,2,8
74,119.02,1,1
1602,119,2,1
8095,62.57,2,1
224,62.58,2,1
249,118.61,0,7
68,119,2,4
3015,266.03,2,3
199,119,0,6
787,62.33,0,7
932,119.14,0,8
286,119,0,3
161,119,0,1
315,119,0,4
1978,119.02,1,1
966,62.58,2,3
49,62.58,2,4
2317,119,0,7
54,62.58,2,1
,118.97,0,1
98,119,2,1
3098,62.58,2,1
293,62.58,2,6
767,146.4,1,8
92,62.56,0,7
9,62.58,2,7
37,119,2,1
2383,119,2,3
2199,119,2,3
1599,119,2,1
54,62.58,2,4
651,119,2,7
1583,62.58,2,4
3801,238.12,0,1
433,62.58,2,3
8,119,0,4
1723,147.22,2,1
1183,118.97,0,3
24,119,0,4
50,146.4,0,3
,142.82,1,6
638,119,2,4
1591,62.58,2,7
1451,160,0,3
139,118.97,0,8
1165,62.58,2,1
44,118.97,0,4
249,119,0,3
1,119,0,4
180,119,0,3
4,119,0,4
22,119,0,4
5,62.58,2,4
179,119,2,4
78,215.76,2,7
,119,2,7
326,144.01,1,7
16,49.33,0,1
64,119,2,6
1,119,2,4
288,119,2,3
601,119,2,4
680,142.82,1,3
233,119,0,8
5,141.64,1,4
897,119.02,2,7
726,62.58,2,1
112,119,2,7
73,119,2,3
10111,118.99,0,6
68,119,0,1
321,149.05,1,3
1711,118.78,0,4
679,62.58,2,2
,118.8,0,1
845,119,0,6
27,147.11,2,6
169,218.01,0,7
,119,0,2
215,119,0,4
371,62.58,2,7
235,119,0,4
1851,62.51,2,6
7,119,0,3
,119,0,3
1186,119.34,0,7
105,142.8,2,3
2354,119,2,7
130,119,0,4
3471,119.44,1,8
1,119,2,7
313,119,2,6
,215.73,2,7
99,119,2,8
63,119,0,1
,62.58,2,2
,119,0,3
1173,62.53,2,4
227,118.56,1,7
541,62.58,2,7
500,62.58,2,7
,119,0,6
280,62.58,2,3
141,119,2,2
1161,62.58,2,3
138,62.58,2,7
538,62.58,2,7
36,119,2,2
,62.58,2,2
5053,118.46,0,3
56,119.44,2,3
296,62.58,2,3
633,62.58,2,4
1123,118.46,1,1
1,145.66,2,6
207,62.59,2,2
2927,62.58,2,7
50,119,1,7
215,143.53,1,4
1228,143.28,2,6
,62.58,2,1
1547,118.53,0,1
1,146.86,1,7
43,118.86,0,7
,119,0,3
,143.53,1,1
129,62.58,2,1
286,62.58,2,6
1884,146.08,1,1
451,62.58,2,2
,148.47,1,7
197,62.58,2,7
242,62.58,2,1
873,62.57,2,1
49,119,0,1
207,62.58,2,3
3112,119,2,4
16,62.58,2,4
2541,75.2,2,7
55,119,2,1
1673,119,0,1
36,119,0,1
,181.58,0,8
793,119,0,1
225,119,2,4
1569,119,2,1
187,119,0,1
107,119,2,3
200,119,0,4
899,62.58,1,4
1697,119,0,3
884,145.07,1,7
152,145.74,1,4
64,119,0,3
285,49.63,0,1
439,119,0,7
1503,62.55,2,7
21,119,0,6
732,141.23,1,1
3124,25.65,2,7
5906,119,2,7
4,119,0,4
,142.58,1,6
866,119,0,4
1258,118.58,0,4
153,119,0,8
1566,119,0,3
1384,56.97,2,7
367,62.58,2,7
1054,119,0,3
2431,141.64,0,8
535,62.58,2,4
565,118.75,0,7
2,62.58,2,1
80,144.43,1,4
41,62.58,2,6
32,62.58,2,7
309,62.58,2,1
493,119,2,3
13,119,0,1
3787,62.58,2,8
1284,119,0,1
50,119,0,1
18,119,0,7
151,62.58,2,4
,62.43,2,8
75,348,0,1
10506,119,0,3
3522,222,0,8
,118.53,0,7
,214.92,0,7
28,118.96,0,1
14,128.46,2,1
259,62.58,0,4
13,119,0,3
1428,118.88,0,2
867,62.58,2,1
7,62.58,2,7
3051,62.58,2,4
1014,62.58,2,1
49,62.58,2,2
32,62.58,2,4
19,62.58,2,3
3,62.58,2,6
2457,62.58,2,3
3821,119,0,3
879,62.74,2,1
5,119.22,2,7
638,119,2,4
135,218.24,0,1
83,62.58,2,7
1254,62.58,2,7
83,119,0,2
1469,62.58,2,7
1867,62.58,2,1
499,138,0,4
0,119,0,3
1067,119,0,3
26,119,0,3
982,218.36,0,3
252,119,2,4
604,62.58,0,1
88,145.14,1,8
267,62.58,2,7
1367,62.58,2,2
1088,119,2,1
313,141.57,1,1
393,119,2,7
7,29.9,2,4
78,72.57,2,1
159,173.88,2,3
5851,34.2,2,4
317,58.83,1,3
21,29.9,2,5
1436,36,0,7
247,174,0,7
19,174,0,3
,175.77,1,3
184,96.99,0,3
429,173.53,0,8
641,36,2,4
34,49.5,2,4
1394,119,2,7
1560,146.86,0,3
113,25.65,2,1
75,30.04,0,3
2690,25.65,2,7
96,207.2,1,6
550,74.86,1,2
,174,2,3
1961,96.99,2,7
430,63.63,2,7
8480,161.8,2,3
36,174,0,3
149,174,0,1
1422,64.8,2,3
1153,68.15,2,1
203,167.73,1,4
0,172.78,0,8
1945,304.72,1,7
36,321.97,0,2
3225,64.8,0,8
2186,96.99,2,1
4,136.02,2,8
29771,59.04,2,7
6,184.44,0,3
190,174,0,1
2,36,0,7
1205,91.5,2,2
146,183.5,0,3
170,36,2,8
316,293.44,1,4
584,216.86,0,7
12584,48.6,2,3
638,164,2,5
333,19,2,8
969,137.98,0,1
1276,174,2,4
822,183.37,0,1
94,97,2,8
69,172.78,0,3
6938,183.09,1,7
442,36,2,1
15260,35.7,2,3
7,219.14,1,4
656,219.14,1,3
12552,36,0,4
1249,97.14,1,1
473,207.34,1,1
1017,174.73,0,6
76,44.68,2,1
10,348,0,8
175,36,0,3
,138,0,4
128,184.44,0,3
378,72,0,3
78,96.99,2,3
8727,97,0,1
1191,145.2,1,3
136,290.84,1,8
566,184.44,0,8
2393,36,0,7
1917,184.44,0,7
416,36,2,4
522,19,2,3
141,143.99,1,1
600,174,2,3
2395,63.63,2,6
71,206.5,1,6
6194,183.98,0,7
1419,210.54,1,3
784,96.98,2,1
18048,36,2,3
10244,91.5,2,8
47,138,0,7
1769,27,2,4
385,97,2,3
1580,315.12,0,2
1073,36,2,5
798,64.8,2,3
22438,303.44,2,4
69,348,2,4
1373,64.58,0,3
72,138,2,3
1018,239.43,0,4
155,130,0,1
245,143,0,1
390,184.44,0,3
3324,71.75,0,6
471,72.57,2,3
537,19,2,3
171,99,0,1
37,52.06,0,4
654,173.99,0,3
,99,0,8
383,183.95,0,3
86,173.76,0,3
344,97,0,1
401,99,2,7
1332,91.5,2,2
3220,207.35,1,1
127,130,0,6
989,184.43,0,3
1927,19,2,7
4,149.99,0,1
128,138,1,3
306,174,0,3
1610,64.8,0,8
412,159.54,0,8
804,211.71,1,1
403,239.96,0,1
6999,190.8,2,1
63,294,0,1
548,91.8,2,3
2172,348,1,3
5057,272.22,1,1
1120,147,2,8
3187,36,0,3
355,62.22,2,1
99,51,2,1
2679,97,2,4
6174,184.44,2,3
169,93.72,0,3
1565,99.01,0,1
4094,66,1,6
111,27,0,3
408,49.6,0,4
240,77.31,2,7
146,33.31,1,6
2339,174,2,3
,348,0,1
165,174.54,2,3
1396,174.6,0,1
734,26.99,0,3
1256,19,2,1
0,173.41,0,4
307,19,2,1
426,215.88,0,3
101,173.54,0,1
11929,18,2,3
341,97.36,0,3
,91.5,2,1
1168,14.25,2,1
1989,25.65,0,1
78,85.93,1,3
9438,19,2,7
3490,134.89,0,6
471,174,0,3
310,174,0,3
589,206.94,1,8
305,77.3,2,2
263,215.13,2,3
440,36,2,3
49,27,0,3
452,72.04,0,2
62,174,0,3
3953,232.06,2,1
2971,174,2,3
11,56.9,2,3
85,96.99,1,7
374,208.67,1,3
2803,93.39,0,3
260,36,2,3
107,147,2,4
10,36,2,3
919,48.6,2,3
262,174.98,0,3
480,164,2,7
1082,174,0,3
1035,148.83,2,3
199,184.44,0,3
22,401.78,2,5
322,62.22,2,3
132,348,0,8
26,19,2,3
2186,34.2,2,1
618,174,0,7
216,138,0,7
679,44.37,2,1
121,184.44,0,3
4,184.44,0,3
581,174.6,0,3
