minutes_watched,CLV,region,channel
681,170.05,1,4
4735,167.75,2,3
1840,72.57,2,3
,184.44,1,3
765,129.6,2,1
650,209.12,1,3
1413,48.6,0,1
76,194.86,1,3
370,240,0,3
40,149.99,2,3
748,208.66,1,1
260,240,0,3
45,185.12,0,3
76,36,0,3
1507,48.6,2,1
644,19,2,7
150,36,2,4
363,138.64,1,2
225,240,2,3
38845,64.8,2,4
11332,14.25,2,7
156,19,2,3
,77.3,0,4
6441,176.79,2,3
2484,65.37,1,2
116,240,0,8
6445,64.8,0,3
188,19,2,7
360,43.2,1,4
94,91.5,2,3
5592,19,2,3
4407,77.4,2,7
1601,174,0,1
109,239.99,2,3
848,119,2,6
2004,184.44,0,7
11,178.99,0,3
4,348,2,1
106,174,2,8
143,184.44,0,8
3005,150.04,2,8
226,32.21,1,3
1837,96.99,2,3
958,176.66,1,3
100,137.51,2,6
1634,327.61,1,6
1827,96.99,2,1
803,174.79,2,3
173,16.15,2,7
75,179.73,1,7
0,29,0,3
520,27,0,3
226,174,0,3
1920,72.57,2,3
99,164,2,4
515,184.44,0,3
2739,184.44,0,3
135,19,2,3
1289,214.79,0,3
5001,143.35,1,7
378,138.58,1,2
692,171.94,1,2
405,72.57,2,2
7886,274.8,0,1
74,138.19,0,7
362,213.22,1,1
1924,293,2,7
953,34.2,1,6
2551,348,2,4
11060,59.04,2,4
440,68.15,2,3
340,130,0,1
232,138,0,3
26,138,0,7
1043,84.14,2,6
74,169.41,0,3
1159,164,2,1
1604,25.65,2,1
3014,64.8,2,4
137,138.28,0,3
1152,72.57,2,6
19,138,0,2
2995,138,2,8
1521,19,2,3
435,138.13,0,8
272,138,0,1
292,149.99,2,2
373,138,0,1
32,72.57,1,7
,163.66,1,4
1138,138,0,3
2,143,0,1
5724,138,0,4
170,138.01,0,4
109,138,2,1
30,237.15,2,4
,138,0,4
605,138.33,0,4
161,138,2,6
484,72.57,2,8
1014,75.2,2,3
99,72.57,2,3
271,143,0,3
32,138.83,0,4
259,138,0,6
777,138,0,3
418,137.74,2,3
1477,138,0,4
839,72.57,2,4
26,72.57,2,1
18,164.96,1,4
4053,138,0,3
1316,137.97,0,3
46,138,0,3
630,138,0,3
11,138,0,1
601,138,0,4
779,72.57,2,4
77,138,0,4
939,138,0,3
196,138,2,1
2,138,0,4
52,138,0,8
256,138,2,4
4,72.55,2,1
432,138,0,3
3446,64.8,2,3
2248,97.02,2,7
29,137.99,0,2
219,138.66,2,1
34,72.57,2,3
1,138,2,4
702,72.57,2,4
103,72.57,2,1
775,138,0,7
217,75.2,2,3
34,142.9,0,3
137,149.99,0,8
3263,143.77,2,2
125,143,0,8
1757,121,0,8
6,143,0,3
45,143,0,8
4,78.87,2,1
2536,184.27,0,7
,75.2,2,7
2,178.99,1,3
2406,19,2,3
91,174.87,1,1
79,143,0,1
5940,77.3,2,1
119,151,0,3
167,143,2,1
328,143,0,3
487,143,2,3
1180,174.34,1,6
896,143,2,2
5401,75.2,2,2
228,164,2,8
3989,36,0,7
75,147,0,3
3455,99.01,0,8
0,146.48,2,1
22,147,0,2
527,77.3,2,3
,76.94,2,4
31,77.3,2,7
308,183.97,1,3
59,36,0,3
1348,146.96,2,3
0,147,0,3
627,151,0,8
19,79.41,2,3
534,147,0,8
197,82.04,2,6
417,183.35,1,4
,146.58,2,4
887,146.78,0,7
1951,19,2,7
2302,147,0,4
51,151,2,3
40,36,0,8
623,151,2,1
28,151,2,4
,79.4,2,6
349,79.4,2,3
355,19,2,4
277,19,2,6
83,79.4,2,7
808,79.4,2,7
31,79.41,2,1
49,49.53,0,4
160,36,0,3
484,78.54,1,6
360,79.41,2,8
3908,62.22,2,4
669,79.41,2,4
11,19,2,1
1540,151,2,3
2193,151.54,0,3
273,156,0,6
122,151,0,7
658,184.97,1,1
306,156,0,8
38,151,0,4
1997,151,0,3
27,151,0,3
49,151,0,7
211,150.81,0,1
,151,0,8
145,79.4,2,5
1464,188.15,1,1
302,79.41,2,7
,151,2,2
1025,151.28,0,7
3646,151.22,0,3
1423,151,2,1
12,151.4,0,2
5103,174.63,0,1
1110,82.04,2,6
6,163.53,0,1
1612,174.37,0,4
60,160,2,7
1,184.85,1,3
1446,82.04,2,1
1917,156,0,3
2485,82.04,2,4
326,36,0,6
492,187.97,1,3
66,86.24,2,1
1158,188.64,1,4
540,156,0,3
287,164,0,1
292,160,0,3
186,179,1,6
1220,64.8,0,8
1776,82.03,2,6
605,155.64,0,3
2,91.5,2,7
173,82.04,2,2
11,155.72,0,1
304,156,2,3
96,191.89,2,1
599,164,0,3
157,156.45,0,7
483,192.22,2,3
444,160.17,0,3
81,160,0,8
1933,119,2,1
21,160,2,3
64,160,0,8
103,160,0,1
178,209.26,0,1
,160,2,5
12,159.82,0,3
462,64.83,0,7
387,159.96,2,1
1309,84.14,2,8
10590,64.8,0,1
,160,0,8
723,64.8,2,3
258,192,0,8
,216.4,0,7
181,86.24,2,4
213,84.14,2,4
1432,151.21,0,3
309,159.82,0,2
308,84.14,2,3
1311,163.53,0,7
197,86.24,1,3
0,49.5,0,1
134,164,0,3
84,86.24,2,7
2667,164,0,6
113,164,0,3
46,164,0,3
18,164,2,3
36,164,0,1
191,86.24,2,7
214,164,2,1
3220,97.22,0,6
3276,174.6,2,1
2680,64.8,0,8
294,164,0,6
8,86.24,2,1
12,206.23,1,1
78,164,0,8
2324,200,0,3
340,78.87,2,7
419,164,0,3
941,164,0,1
333,164,0,3
941,45.15,1,3
365,174,0,3
395,164,0,4
524,86.24,2,3
19,164,0,8
67,164,0,3
907,164,0,3
,164,0,3
985,164,2,3
63,164.12,0,2
20,49.64,0,8
358,86.24,2,7
4757,202.59,1,1
,164.27,0,3
355,164,2,4
116,164,2,1
1823,164.64,2,3
,263,0,4
4614,164,2,3
1013,64.8,0,3
7940,46.36,2,7
1867,61.2,0,3
3561,91.91,2,7
388,173.45,0,1
753,174,0,6
3175,204.61,0,1
2614,14.25,2,6
380,174,2,3
190,68.36,2,3
41,78.87,2,6
518,240,0,7
1186,91.5,2,6
441,91.5,2,6
1149,49.39,2,6
209,19,2,7
24,149.57,0,6
2762,34.2,2,6
6088,174,2,1
778,62.22,0,1
1018,174.6,2,3
12,78.87,2,3
945,36,0,7
138,109.8,2,7
2642,174.61,0,1
213,19,2,1
351,64.8,2,3
1747,34.2,2,3
390,36,2,3
549,43.22,2,4
,199.49,0,8
1167,240,2,3
,184.44,2,8
78,91.5,2,6
4474,211.09,0,8
127,36,0,1
226,90.87,2,1
1150,97,0,3
662,174,2,8
18,49.5,0,8
12,174,0,3
568,121,0,2
2223,0,2,1
1333,174,2,3
138,172.95,0,3
162,48.6,0,4
515,36,0,3
352,78.87,2,6
131,240,0,1
902,122.27,0,7
298,314.27,0,7
1523,174,2,3
149,184.44,0,8
35,91.5,2,1
414,211.51,2,3
3300,19,2,4
296,93.57,0,3
247,29,0,3
1,49.33,1,4
643,25.65,2,7
749,240,2,7
6,36,2,3
383,63.63,2,3
3607,68.15,2,3
29196,467.8,0,7
599,19,2,1
133,19,2,1
871,36,0,8
1629,63,2,3
1111,96.99,2,7
101,61.18,1,8
755,44.14,1,2
114,172.78,0,6
38,0,2,6
299,84.96,0,1
260,174.6,2,1
2,1.2,2,4
614,19,2,1
7561,36,0,1
1790,174,0,3
554,174,2,4
780,111.34,2,4
400,43.34,1,3
560,91.5,2,4
120,174,0,3
97,192.37,2,8
2164,33.25,2,3
108,78.87,2,3
798,211.37,1,7
181,173.27,2,8
253,174,2,8
35,49.5,0,3
378,239.99,2,7
376,36,0,8
168,36,0,8
1196,91.5,2,6
104,174.28,0,1
580,36,0,8
4276,71.7,1,8
4032,19,2,3
1903,91.5,2,1
573,36,0,3
155,130,0,2
1500,36,2,1
3700,19,2,6
1459,93.49,0,3
5545,34.2,2,3
247,36.04,0,3
8504,19,2,3
1459,91.5,2,3
0,4.18,2,4
5,184.44,0,3
1377,414,0,3
40,82.04,2,2
347,68.36,2,1
631,34.22,2,1
,143.99,1,6
393,149.99,2,3
123,36,0,3
203,184.91,0,6
42,78.88,2,6
643,91.5,2,7
266,36,2,3
365,96.99,2,3
33,240,0,1
333,33.24,2,6
574,102.04,2,1
437,58.81,1,7
230,49.5,0,1
1010,63.72,0,1
243,27,0,1
584,107.86,0,3
6057,80.85,2,7
1727,91.49,2,3
1457,184.44,2,3
200,42.84,1,6
882,184.44,0,8
48,49.33,0,4
119,99,0,1
694,78.88,2,1
1724,174,0,6
1599,64.8,0,3
301,273.45,0,3
9438,86.98,2,7
362,51,2,6
1,240,2,8
4,19,1,3
304,18.93,2,4
1279,36.16,0,1
8941,64.8,0,3
696,63.63,2,6
104,240,0,7
1262,81.29,1,3
297,19,1,3
342,19,2,6
582,97,2,3
1620,34.18,2,3
435,51,2,3
1955,214.82,2,3
52,96.99,2,3
534,240,0,7
61,239.51,0,4
875,184.44,0,8
643,34.2,2,5
295,174.4,0,2
,99,0,8
7,99,0,8
989,77.11,0,1
64,36,0,1
883,78.88,2,4
264,174.24,0,1
428,156,2,3
607,19,2,2
193,59.18,0,7
116,184.44,0,3
3159,182.21,1,2
372,121,2,4
6,156,0,3
692,10.07,2,7
69,184.44,2,1
2922,184.44,0,3
276,10.07,2,1
209,119,0,4
1263,146.41,1,4
9436,63.63,2,4
864,259,0,6
67,184.57,0,3
230,43.2,2,4
3212,19,2,4
321,19,2,1
367,43.92,1,4
238,19,2,1
2962,197.87,2,4
739,119,0,2
413,36,0,8
69,119,0,6
20202,221.58,1,3
842,119,0,4
2385,122.75,0,6
2842,141.61,1,4
670,63.63,2,6
23,49.49,0,1
1547,51,2,1
1708,156,2,4
143,96.99,2,3
347,119,2,1
816,119,0,4
15,121,2,1
1211,0,2,1
49,143.8,0,1
840,36,2,6
204,119,0,8
989,18.07,0,6
638,118.32,0,7
,49.5,2,1
35,0,2,2
440,240,0,3
4,348,0,4
1467,119,0,4
4298,78.88,2,3
426,36,2,4
261,174,2,3
848,119,2,2
148,36,2,4
179,36,0,6
1447,174,0,6
8,325.6,1,4
634,119,2,6
714,91.8,2,3
2498,226.09,2,3
656,97,2,4
3029,149.99,2,4
517,348,0,1
1031,67.9,2,7
158,119,2,4
1964,119,2,4
1297,51,2,6
386,174,0,1
3522,78.87,2,3
997,78.88,2,3
844,212.28,1,6
170,91.5,2,3
5693,119,2,4
895,467,0,2
,184.44,0,7
5617,303.44,0,3
,121,0,2
319,63.63,2,3
475,119,0,2
565,121,0,6
1212,63.63,2,6
1103,64.8,2,6
3448,36,0,7
485,285.27,1,3
228,14.25,2,3
40,68.36,2,1
6463,143.61,0,4
26,35.96,2,7
195,373.2,0,1
2482,70.07,0,1
7569,36,0,3
59,207.48,1,3
510,135.23,0,2
109,49.55,0,4
151,184.44,0,2
65,119,2,2
1705,9.5,2,3
2888,271.81,2,1
866,36,2,6
513,91.5,2,3
173,208.09,1,3
1829,18,2,4
521,97,2,2
1931,119,0,2
2949,64.8,2,7
113,174,0,3
410,119,0,2
87,49.5,0,1
1050,64.8,2,8
134,36,2,1
997,19,2,6
1597,91.51,2,6
5831,81.31,2,1
458,36,0,4
145,78.87,2,1
1861,64.8,0,2
290,142.8,1,1
1032,184.44,0,3
366,174,0,3
497,78.87,2,3
3192,119,0,2
184,119,1,2
2136,121,2,2
,174,2,3
2517,174,0,2
384,29.01,0,3
201,36,0,8
1634,36,0,1
830,18,2,2
356,35.99,0,3
152,19,2,3
769,119,2,2
4150,34.2,2,1
259,119,0,2
444,173.75,0,3
451,183,2,3
423,119,0,6
167,42.8,1,3
69,119,0,6
799,119,2,4
1114,34.2,2,1
273,174,2,3
1,27,0,3
267,119,0,6
360,174,0,1
1308,365.75,2,8
1573,27,2,4
104,149.57,0,1
114,119,2,1
1584,19,2,2
2029,172.8,2,2
601,119,2,4
298,119,2,6
122,112.48,2,1
605,184.44,0,3
264,119,0,8
181,63.63,2,3
385,19,2,3
709,78.88,2,3
3928,220.99,1,3
130,119,0,6
254,240,2,7
196,35.7,2,3
1718,19,2,1
707,174,0,1
125,149.99,0,3
2411,97,0,7
1511,217.5,1,1
23606,159.74,0,1
602,93.73,0,1
602,49.41,2,3
326,49.5,0,1
3513,36,2,4
4025,86.12,2,6
495,119,0,6
1031,174,2,3
3495,35.15,2,6
3192,149.99,2,2
2540,19,2,3
597,184.33,0,3
345,49.46,0,4
18,174,0,3
1737,36,2,6
341,149.9,2,1
3102,173.17,0,2
507,293,0,2
151,174,0,8
375,64.8,0,6
719,124.11,1,3
392,173.49,0,6
872,91.5,2,1
3105,174,0,7
1,240,0,3
16,268.99,2,6
3,119,0,6
61,119,2,1
2444,173.01,1,7
82,119,0,6
282,174.24,0,3
112,149.99,0,3
1654,36,0,3
1119,77.11,2,6
4,49.4,0,1
818,173.47,0,3
1789,64.8,0,4
66,174,0,3
1,184.44,0,3
778,129.68,1,1
1872,213.36,0,3
200,78.88,2,3
528,78.87,2,7
57,49.59,0,1
259,97,0,8
48,36,0,8
1590,91.8,2,3
482,149.99,2,3
3,96.99,2,3
1442,18,2,4
402,207.94,1,3
129,36,0,1
4,149.99,0,3
71,119,0,1
165,149.99,0,2
1788,180.8,1,3
1328,149.99,0,1
7,149.99,2,4
18,78.87,2,7
236,150.44,0,2
546,178.34,1,3
48,149.99,0,3
163,19,2,3
107,149.24,1,4
1360,78.87,2,3
129,78.87,2,3
1217,149.99,0,1
259,149.99,0,1
101,119,0,8
274,44.07,1,8
242,123.55,2,3
2047,149.99,0,8
,149.99,0,1
145,149.6,0,3
37,149.99,0,4
759,78.87,2,3
15,149.99,0,3
,119,2,6
986,149.99,0,1
77,78.87,2,3
6,149.99,0,3
162,178.11,1,7
428,78.87,2,5
,119,0,4
134,149.99,0,3
223,78.87,2,2
241,36,2,3
47,149.99,2,7
422,149.99,2,7
940,149.99,2,7
34,78.87,2,7
65,78.87,2,7
2333,44.28,2,1
18,119,2,7
1424,149.99,1,3
,78.87,2,6
263,36,2,4
1,49.5,2,4
386,269.46,2,4
7,119,2,4
744,119,2,6
1031,78.87,2,3
7,141.61,1,6
853,149.99,0,3
,78.87,2,2
85,36.01,0,1
3401,78.88,2,1
564,149.99,2,4
254,149.99,0,2
125,14.25,2,1
1801,78.87,2,4
1801,119,2,8
18,19,2,1
,78.88,2,6
356,147.56,2,8
237,36,0,1
157,97,2,8
865,78.87,2,2
150,246.99,2,1
5007,61.2,2,3
796,149.99,2,7
256,78.88,2,1
436,119,2,2
384,185.89,2,1
1373,64.8,2,4
638,78.87,2,4
181,119,2,6
1142,62.22,2,4
785,119,0,2
1038,150.36,0,1
653,149.57,0,4
175,149.58,0,7
399,149.99,2,7
352,36,2,8
2193,68.15,2,1
106,149.99,1,6
,149.99,0,4
,149.99,0,3
,149.99,0,1
105,149.99,0,3
,119,2,2
1253,78.87,2,7
30,78.87,2,3
82,119,0,1
528,149.99,0,6
1765,150.32,0,3
68,149.99,0,8
616,78.87,2,4
207,183,2,7
8,149.99,0,1
5,149.99,2,3
1455,113.45,2,7
,149.85,2,6
322,149.99,0,3
1850,19,2,3
42,119,0,8
196,149.99,0,8
637,149.99,0,3
456,19,2,3
31,149.99,0,3
,150.42,0,1
168,150.29,0,4
,268.99,0,1
95,149.99,0,3
40,149.51,0,1
295,149.51,0,3
156,149.99,2,8
187,149.99,2,7
168,63.63,2,3
343,49.5,2,1
77,36,0,1
4180,91.5,2,3
802,91.5,2,1
537,64.8,2,8
100,51,2,3
158,174,0,3
692,36,0,6
,184.44,0,1
115,62.22,2,4
111,29,0,3
66,30.6,2,4
180,174,0,7
307,19,2,2
207,36,0,3
359,149.99,2,1
39,72.56,2,1
303,141,2,3
15,174,0,7
2416,64.8,2,1
221,27,0,2
46,121,1,2
458,63.63,2,1
118,36,0,8
204,43.92,1,1
117,174,0,6
4357,77.76,1,6
290,19,2,2
63,184.49,1,6
93,36,0,4
594,348,0,8
1672,172.78,0,3
36448,31.16,2,3
557,130,2,7
190,91.5,2,3
442,78.87,2,3
2070,14.25,2,6
3431,174,0,6
651,85.5,2,3
480,70,2,3
713,19,2,3
5447,34.2,2,6
219,19,2,4
609,14.25,2,6
3269,141,2,3
124,174,0,3
2,36,0,1
1159,36,2,1
10,63.63,2,3
72,36,0,3
1114,27,2,3
455,19,2,3
53,174,0,3
191,14.25,2,3
543,36,1,8
1016,36,2,6
158,86.25,2,3
1956,36,2,2
553,36,2,3
276,174,1,6
585,174,0,3
5114,91.5,2,4
537,42.12,2,7
397,43.92,1,6
2,49.5,0,8
968,125.99,2,3
953,42.12,2,1
2415,79.7,2,1
9418,87.84,0,8
667,43.92,1,1
273,184.44,0,8
40,14.25,2,3
5106,174,2,2
272,149.99,0,2
289,174,0,1
28,155.52,1,4
73,49.5,0,1
432,149.99,2,3
77,29,2,3
7,91.5,2,3
984,149.99,0,3
1156,18,2,8
3816,154.22,1,6
14,29,2,3
183,19,2,3
1494,34.2,2,3
1209,36,0,3
1068,91.5,2,2
992,36,0,1
9582,83.53,2,7
275,174.93,1,6
1590,27,1,6
5790,174,0,3
2288,64.8,0,1
500,49.5,2,1
35,97,0,8
546,64.8,2,1
85,184.44,0,3
42,184.44,0,8
1105,174,0,3
0,49.5,0,1
793,91.5,2,7
20,174,0,1
31,184.44,1,3
363,207.06,2,1
34,184.44,0,3
495,149.99,0,3
800,34.2,2,1
94,91.5,2,3
377,155.12,0,2
3214,34.2,2,2
28,49.5,0,3
277,96.99,2,1
331,207.06,1,3
1647,19,2,3
44,184.44,0,6
240,358.44,0,3
8,49.5,2,8
1622,174,0,7
38,68.36,2,7
276,174,2,1
496,36,0,6
177,36,2,4
1900,19,2,4
2085,51,2,8
147,51,2,3
271,36,0,6
156,91.5,2,3
131,174,1,3
868,19,2,3
970,214.02,1,6
379,210.54,2,8
3418,89.74,2,3
48,43.56,1,8
157,64.8,0,1
12,99,0,7
4635,96.99,2,1
327,42.84,1,8
523,348,0,1
684,64.8,0,8
215,64.8,0,1
510,97,0,6
175,184.44,0,6
80,36,0,2
2085,216.83,1,3
1528,207.06,1,8
1720,14.25,2,3
301,174,0,1
31,77.3,2,7
455,174,2,3
2110,121,0,3
761,91.5,2,3
294,91.5,2,3
105,118.32,2,7
5,72.56,2,8
10,49.5,0,8
10,121,2,3
1300,174,2,2
437,91.5,2,3
362,68.15,2,1
22,240,0,1
20,63.63,2,3
1187,207.06,1,6
2746,50.12,2,3
23,156,0,2
756,36,0,6
279,149.99,2,3
311,43.56,1,1
9,184.44,0,3
131,174,0,3
53,36,2,7
208,25.2,0,7
537,19,2,2
39,240,2,3
221,174,0,3
4298,82.04,2,3
110,174,0,1
1358,44.64,2,3
392,174,0,1
9,174,0,3
1690,62.22,2,1
562,51,2,3
7,49.5,0,8
32,29,0,3
714,184.44,0,3
1806,235.2,2,7
1369,25.5,2,3
2,184.44,0,3
145,36,0,1
117,29,0,3
1237,174,2,3
182,184.44,0,3
195,174,2,1
812,42.84,1,3
197,91.5,2,3
76,14.25,2,5
220,32.13,1,3
255,215.76,2,7
21,29,2,3
3262,32.4,1,7
365,64.8,0,6
452,174,2,1
70,36,2,3
45,19,2,6
1158,68.36,2,3
768,36,0,1
318,184.44,1,3
1333,64.8,0,1
4594,185.58,2,3
1585,36,0,1
915,91.5,2,8
265,33.21,2,3
43,27,0,3
11,68.36,2,7
486,86.25,2,3
935,174,0,8
1270,174,0,1
510,91.5,2,7
285,14.25,2,3
66,36,0,3
322,174,0,8
84,82.04,2,3
518,174,0,3
1131,72.56,2,3
1598,63.63,2,3
377,174,0,7
330,36,0,1
86,121,0,3
0,240,0,8
717,19,2,4
962,62.22,2,3
571,121,0,4
264,174,0,6
3574,371.26,1,3
333,63.63,2,4
23,184.44,0,6
385,34.2,2,1
2424,91.5,2,3
6445,19,2,1
2747,121,2,1
476,91.5,2,3
49,63.63,2,3
509,63.63,2,3
180,63.63,2,3
514,72.56,2,6
467,34.2,2,4
35,130,0,3
455,63.63,2,1
,96.99,2,3
705,174,2,3
105,96.99,2,3
89,64.8,0,1
121,49.5,0,3
139,96.99,2,3
497,19,2,3
348,68.36,2,6
867,121,2,7
60,36,0,3
210,63.63,2,3
724,63.63,2,3
,201.63,2,2
1652,19,2,7
246,121,2,3
350,121,1,6
53,121,0,2
948,63.63,0,6
366,137.98,0,2
1324,121,2,7
353,63.63,2,1
1,143.99,1,1
50,63.63,2,7
20,121,0,6
47,63.63,2,6
172,64.8,0,3
276,121,0,8
,143.99,1,6
729,121,2,1
11072,159,0,3
129,130,0,4
22,63.63,2,3
668,121,2,7
246,63.63,2,7
335,121,0,3
131,63.63,2,8
119,63.63,2,3
97,156,1,1
6,63.63,2,2
2383,261.6,1,7
13,121,0,8
12,145.2,1,8
1852,68.36,2,3
,147.62,1,8
1404,64.8,0,3
699,63.63,2,3
1177,130,0,3
526,130,0,4
7,130,0,1
143,68.36,2,3
20,130,2,3
692,130,0,1
60,68.36,2,2
35,68.36,2,3
587,68.36,2,1
6,130,0,1
159,130,0,6
336,68.36,2,1
24,130,0,3
0,68.36,2,3
36,68.36,2,4
21,49.5,0,1
233,137.98,2,3
108,130,2,3
0,137.98,0,4
,72.56,2,6
679,137.98,0,3
570,137.98,0,2
215,72.56,2,3
199,36,0,6
191,36,0,3
436,169.72,2,4
742,72.56,2,1
0,49.5,0,4
1314,64.8,2,7
25,137.98,0,3
159,137.98,0,3
65,72.56,2,1
219,137.98,0,3
58,77.3,2,3
43,72.56,2,1
386,174,0,6
4,169.72,2,3
3,147,2,4
890,36,2,4
1004,137.98,0,8
76,72.56,2,6
44,86.25,2,1
1,72.56,2,3
,72.56,2,3
,72.56,2,3
700,166.96,1,6
5,77.3,2,1
50,58.91,2,3
39,164.01,2,2
212,147,0,1
178,49.5,2,1
378,49.5,2,1
20,147,0,3
92,49.5,0,1
185,36,0,1
1191,147,2,3
190,147,0,8
115,147,0,1
194,36,2,1
358,147,2,3
123,147,0,3
485,77.3,2,2
669,77.3,2,1
587,36,2,3
23,156,0,4
256,49.5,0,8
121,19,2,3
1592,156,0,4
17,164.01,0,3
,156,2,6
125,82.04,2,4
553,91.5,2,4
173,82.04,2,3
98,82.04,2,3
49,174,0,2
,156,2,4
86,98.45,2,7
,156,0,4
156,156,2,3
206,82.04,2,3
404,86.25,2,8
,156,2,6
115,156,2,4
1201,164.01,0,7
9,86.25,2,3
1278,164.01,0,2
602,86.25,2,6
371,86.25,2,6
118,86.25,2,7
458,164.01,0,3
258,164.01,0,1
36,164.01,0,3
75,201.73,2,7
,86.25,2,3
677,164.01,0,3
23,201.73,2,7
117,86.25,2,1
706,86.25,2,3
225,36,0,3
1218,86.25,2,6
357,97,0,1
1715,174,0,4
172,29,0,3
352,36,2,4
448,91.5,2,3
140,174,0,7
3,0,0,7
389,19,2,7
565,51,2,3
151,174,0,4
528,44.28,0,3
707,19,2,6
96,96.99,2,3
234,49.5,2,4
51,60.89,2,4
138,42.84,1,3
88,19,2,3
222,9.5,2,3
223,19,2,3
918,19,2,1
259,16.15,2,4
665,215.76,2,7
194,19,2,3
902,91.5,2,1
167,214.02,1,2
454,219.48,1,8
119,36,0,7
95,36,0,7
0,79,0,3
8,49.5,0,1
20,138,0,2
416,138,0,6
4,156,2,6
82,96.99,2,3
95,14.25,2,1
783,91.5,2,3
194,348,2,7
798,228.71,1,3
77,36,0,3
23,174,0,8
19,78.87,2,7
126,14.25,2,7
183,151,2,4
40,143,0,2
78,49.5,2,8
380,96.99,2,3
523,36,0,3
264,91.5,2,7
133,14.25,2,8
22,184.44,0,8
660,91.5,2,3
20,147,0,2
279,91.5,2,4
268,9.5,2,1
9,9.5,2,1
307,151,2,7
166,174,2,3
114,179.69,1,6
139,36,2,3
137,185.64,1,6
221,174,0,2
64,149.99,0,3
115,156,0,2
242,207.06,2,4
770,19,2,7
473,19,2,1
87,174,0,8
,184.44,0,8
527,30.6,2,7
69,174,0,1
757,19,2,3
409,36,0,3
3,174,0,8
,164,0,1
61,19,2,3
1,19,2,4
230,174,0,1
201,27,0,3
229,164,0,2
,164,0,2
1250,36,2,1
113,174,0,7
54,49.5,0,1
101,36,0,8
437,14.25,2,3
3,49.5,0,1
,79,2,3
94,36,0,1
,79,2,3
11,79,0,3
0,79,0,3
4,79,0,3
,228.99,0,3
,79,0,3
15,79,0,3
59,79,2,3
222,174,0,3
58,79,0,3
,79,0,3
115,184.44,0,3
126,36,0,3
7,79,2,3
,94.8,2,4
111,17.81,1,1
0,79,0,6
,94.01,1,4
22,79,2,1
90,240,1,3
3,79,0,4
28,79,0,4
38,49.5,0,1
,79,0,3
58,94.01,1,3
213,251.76,0,3
119,208.8,2,3
54,184.44,0,1
0,95.59,1,3
30,49.5,2,4
11,79,0,3
28,79,0,2
57,36,2,2
44,36,2,1
,79,0,3
